,1:distance importance,field num,in age field num,in age avg rank,in age follower num,out age follower num,trans field follower num,in age compete,score
784732,1.386435968,2808,56,1030.666667,7,2,2,1104,0.00016858
27916,1.356772093,677,53,228.6666667,4,8,5,991,0.000327187
29909,1.407122137,2808,53,493.3333333,4,1,1,991,0.000144112
45313,1.341852868,2808,53,766,6,9,3,991,0.000304475
292915,1.319595966,2808,53,801.6666667,9,5,2,991,0.00022065
293896,1.28219573,2808,53,848.6666667,18,7,1,991,0.000291854
505532,1.221589861,2808,53,887.6666667,18,9,3,991,0.000352259
595101,1.29058682,2808,53,840,13,10,2,991,0.000332099
643549,1.36591924,406,155,148.6666667,3,2,3,706,0.000197677
794173,1.402699818,2808,56,931.6666667,1,0,1,1104,0.000120575
845625,1.379679838,2808,53,658.3333333,6,1,2,991,0.00016667
892823,1.339792738,2808,53,770.6666667,8,5,1,991,0.000201947
956707,1.386034483,2808,56,1034.333333,4,1,1,1104,0.00012826
84814,1.390994282,2808,56,1003.666667,14,1,1,1104,0.000188572
391933,1.352296473,2808,56,1152.333333,15,1,1,1104,0.000194827
588508,1.448121215,2808,53,132.6666667,0,0,1,991,0.00014741
596126,1.28837876,2808,53,842.6666667,19,2,1,991,0.000238152
809999,1.395151251,2808,53,575.6666667,4,0,1,991,0.000138853
256349,1.260060089,162,127,89,15,6,6,706,0.000372066
322027,1.385611577,23,21,9.666666667,4,1,3,706,0.000189738
479028,1.318676527,162,127,81.33333333,13,2,4,706,0.000264483
495784,1.362913161,162,131,64,4,4,3,854,0.000216182
815575,1.290628247,162,122,69.33333333,7,8,3,573,0.000293825
137494,1.151510615,677,20,121.6666667,20,6,8,706,0.000457139
376608,1.349031513,677,53,232,12,0,2,991,0.000184599
792953,1.158882188,2808,45,480,37,2,5,854,0.000460955
793988,1.187029548,2808,45,472,25,6,2,854,0.000343577
803720,1.233487363,2808,45,457.6666667,21,5,1,854,0.000290601
193216,1.27048155,2808,53,856.3333333,18,3,1,991,0.000237646
210323,1.370096659,677,53,210.3333333,9,0,2,991,0.00016651
482600,1.401700698,2808,53,534.3333333,5,0,1,991,0.000143463
297955,1.418743675,2808,56,757,2,1,1,1104,0.000129275
319021,1.449468457,2808,98,825,8,0,1,1241,0.000148569
486645,1.435272299,2808,98,1008,3,0,1,1241,0.000123481
501802,1.39607817,2808,56,977,11,0,1,1104,0.000164246
583478,1.456064524,2808,98,736.3333333,6,0,1,1241,0.000140387
202554,1.396979122,406,169,127.3333333,3,0,3,854,0.00018809
489316,1.274219305,406,155,182.3333333,15,5,4,706,0.000302018
129308,1.381834443,2808,56,1051.333333,10,1,2,1104,0.000177529
415239,1.472192101,2808,98,546,1,0,1,1241,0.000131777
745318,1.441487842,2808,98,924.6666667,3,0,1,1241,0.000125194
790814,1.361068181,2808,98,1473.666667,19,0,2,1241,0.0002383
395819,1.368711316,162,122,43.66666667,4,2,2,573,0.000176468
61226,1.324174982,677,71,281,4,8,3,1104,0.000272716
607773,1.372197628,677,79,259.3333333,8,1,2,1241,0.000159041
892771,1.294006546,677,53,261.3333333,10,2,2,991,0.000179591
290040,1.396949246,677,20,47,3,0,2,706,0.000155834
317093,1.103833185,406,145,130.6666667,15,18,9,573,0.000644748
668448,1.319413787,89,24,14.66666667,9,7,2,854,0.00025514
817000,1.345853658,677,20,86.66666667,7,1,3,706,0.000197879
51066,1.435808984,2808,98,998,1,0,1,1241,0.000120007
304401,1.342988673,2808,53,764.3333333,16,0,1,991,0.000207268
590479,1.226827027,2808,56,1283,30,3,1,1104,0.000337933
925837,1.426275088,2808,56,672,6,1,1,1104,0.000144108
17748,1.297519143,677,36,194.3333333,1,18,5,854,0.000523701
299668,1.376325958,677,71,243.3333333,6,1,2,1104,0.000151663
210991,1.4395766,677,112,151.3333333,13,0,2,1413,0.000192365
317865,1.547721479,2808,163,345.6666667,8,0,2,1413,0.000184193
585249,1.374405159,2808,56,1082,6,6,3,1104,0.000243897
922728,1.29973524,2808,56,1228.333333,17,2,5,1104,0.000309
84053,1.239373485,2808,56,1274,25,10,1,1104,0.000388589
119651,1.334818816,2808,45,387,2,12,3,854,0.00036653
478603,1.32020654,2808,53,800.6666667,10,7,2,991,0.000259901
758444,1.453219133,2808,98,774.6666667,14,0,1,1241,0.000190181
336783,1.152700628,2808,53,912.3333333,6,47,3,991,0.001150874
384920,1.472571296,2808,56,219,0,1,1,1104,0.000144528
394449,1.389925669,95,42,25.66666667,0,5,1,991,0.000178345
674263,1.386837468,2808,98,1404,13,0,2,1241,0.000192253
26520,1.403073623,2808,163,1434,16,0,2,1413,0.00021864
408696,1.420448396,2808,98,1173.666667,7,0,1,1241,0.000137105
607202,1.490824975,208,53,49,13,0,2,1413,0.00019091
920101,1.410804236,2808,53,419.6666667,1,3,2,991,0.000177555
46699,1.1420104,2808,45,484,39,9,3,854,0.000505652
105618,1.371201208,81,29,38.33333333,2,0,3,1104,0.000173665
130115,1.350699033,95,42,40,13,0,2,991,0.000195574
138833,1.288278282,81,23,43,11,8,5,991,0.00034755
170815,1.218549198,95,42,57,30,4,4,991,0.000388993
244711,1.40844473,677,36,68.66666667,1,0,1,854,0.0001248
265456,1.325052681,2808,45,397.3333333,16,0,2,854,0.000230411
424296,1.356068511,2808,53,738.3333333,9,0,2,991,0.000176387
479582,1.314150816,677,36,188.3333333,17,0,4,854,0.000273544
496097,1.35627469,81,23,38.33333333,5,3,6,991,0.000305153
497132,1.348519099,229,77,86.66666667,8,4,3,991,0.000221827
636044,1.363857799,677,36,155.3333333,9,0,3,854,0.000198696
692100,1.395492887,81,29,27.66666667,4,1,2,1104,0.000149313
771297,1.391265328,81,23,26.66666667,2,0,2,991,0.000144488
573410,1.396756604,81,23,22.66666667,1,3,3,991,0.000192806
652255,1.393424302,81,23,25,3,4,4,991,0.000238997
82742,1.466815584,403,98,73.33333333,4,0,2,1413,0.000145357
222927,0.976754366,2808,98,1627.666667,18,0,1,1241,0.000215926
231645,1.335677557,95,34,22.33333333,6,3,4,706,0.000240896
12802,1.402699818,89,16,5.333333333,2,0,2,706,0.000154028
195368,1.402699818,89,16,4,1,0,1,706,0.000131374
289685,1.576479947,2808,163,188.3333333,3,0,2,1413,0.000172186
31263,1.325402866,89,33,26,6,4,3,991,0.000214899
333634,1.307307845,95,42,48,16,1,2,991,0.000219458
517264,1.374348229,95,42,30.66666667,5,1,2,991,0.000155203
577531,1.058162731,95,27,17.66666667,7,54,7,573,0.001320715
845468,1.399812935,403,63,77.66666667,1,3,3,991,0.00019266
659517,1.300620318,2808,53,822.3333333,18,5,1,991,0.000261262
674873,1.374858757,2808,53,675,9,0,1,991,0.000159265
175708,1.351243171,2808,53,749.6666667,6,3,4,991,0.000239287
759031,1.437963865,2808,98,961,9,0,1,1241,0.000151923
150062,1.385193142,101,83,32,4,0,3,854,0.000184956
242511,1.345625855,101,83,45,6,0,3,854,0.000190323
163229,1.297131998,2808,56,1234.666667,10,10,2,1104,0.000316379
597094,1.349432072,2808,98,1503,15,0,1,1241,0.000190858
64509,1.288847528,677,53,264.3333333,14,9,2,991,0.000311188
343396,1.232722185,677,20,116.6666667,23,1,4,706,0.000320829
68551,1.416026283,403,98,135.3333333,9,0,1,1413,0.00014505
283405,1.451042439,403,79,62,1,1,1,1241,0.00011918
767370,1.440665707,403,79,75.33333333,2,0,1,1241,0.000116729
926108,1.502566189,403,98,33,1,0,1,1413,0.000117391
627337,1.378518181,2808,45,309.3333333,2,3,1,854,0.000166863
660401,1.389462121,2808,53,604.6666667,5,1,1,991,0.000144259
218885,1.341089677,141,44,75.33333333,8,1,2,1104,0.000164272
219334,1.394006245,141,44,54.33333333,6,0,1,1104,0.000131289
939187,1.397401485,141,54,52.66666667,6,0,2,1413,0.000149859
125465,1.409388688,2808,53,429.3333333,4,0,1,991,0.000143322
33316,1.40844473,2808,53,486,1,0,1,991,0.000135516
138332,1.379965336,677,36,136.6666667,2,0,1,854,0.000122988
839369,1.396979122,677,53,155,2,0,1,991,0.000118214
68738,1.465399521,2808,98,618.6666667,2,0,1,1241,0.000130907
259561,1.42886045,2808,98,1083.666667,4,0,1,1241,0.000125135
639053,1.221437863,2808,56,1286.666667,25,3,1,1104,0.000292421
920073,1.415440935,2808,56,783,9,1,1,1104,0.000157315
26510,1.416979231,403,65,74.66666667,4,2,3,1104,0.000186393
152002,1.379057804,403,65,130.6666667,8,1,3,1104,0.000192534
218994,1.383756649,403,65,125.3333333,4,3,2,1104,0.000165628
337271,1.398644713,403,63,80.33333333,1,3,2,991,0.000164048
377908,1.37509305,2808,53,673.3333333,1,4,3,991,0.000210786
489876,1.385333938,2808,98,1410.666667,12,0,3,1241,0.000211132
515628,1.355204656,403,63,117.6666667,7,4,3,991,0.000216957
543867,1.340107928,403,65,148.3333333,11,4,3,1104,0.000231954
823165,1.361765501,2808,45,341.6666667,0,10,4,854,0.000343708
10538,1.435638222,2808,98,1005,6,0,1,1241,0.000134666
89710,1.379456466,677,36,139.3333333,0,5,2,854,0.000195389
149515,1.380928169,2808,53,648.3333333,5,2,3,991,0.000197662
574597,1.376219812,2808,98,1439,12,0,2,1241,0.000185198
665957,1.385430517,677,36,123.3333333,0,5,2,854,0.000195853
921002,1.332021973,677,71,276.3333333,12,1,4,1104,0.000241957
206967,1.291790644,406,155,180.3333333,15,1,4,706,0.000271148
786228,1.405955944,406,169,98.66666667,3,0,1,854,0.00013964
55304,1.303622472,677,36,191,19,0,5,854,0.000316229
75171,1.330279207,677,20,93.33333333,12,0,2,706,0.00019484
143367,1.413949483,677,53,80.66666667,1,0,1,991,0.000120387
423095,1.40844473,677,36,64.66666667,1,0,1,854,0.000124991
761706,1.379423134,2808,45,308.3333333,5,2,2,854,0.000181289
92303,1.433382567,2808,98,1033.333333,7,0,1,1241,0.000139176
131650,1.124055995,2808,56,1322,32,18,4,1104,0.000616887
493327,1.361952523,2808,98,1471.333333,22,0,1,1241,0.000251585
816900,1.380274004,2808,53,652.6666667,4,2,2,991,0.000166842
922200,1.371655323,2808,98,1448.333333,13,0,2,1241,0.000192068
487186,1.215852869,2808,56,1287.666667,33,4,3,1104,0.000394782
672910,1.174359586,2808,56,1304,42,8,1,1104,0.000495756
926604,1.310833127,2808,56,1216.666667,17,0,2,1104,0.000222906
948557,1.44654731,2808,98,856.3333333,4,0,1,1241,0.000129676
57488,1.408446136,162,131,20,1,0,1,854,0.000133479
82831,1.298116988,162,122,68,4,1,4,573,0.000229601
403120,1.227781627,162,122,74.33333333,10,7,6,573,0.000367576
149044,1.267907107,677,53,269,7,10,4,991,0.000342718
267814,1.397500263,677,71,203.6666667,5,0,2,1104,0.000146446
345168,1.375094581,406,178,161.3333333,1,6,3,991,0.000241726
658346,1.31165328,677,53,254,3,6,6,991,0.000328882
20278,1.243167702,677,71,304,21,2,2,1104,0.000259233
160638,1.40844473,677,71,168.3333333,1,0,1,1104,0.000114156
246885,1.293450349,162,131,85,12,3,5,854,0.00029592
397876,1.403088432,677,36,87,2,1,2,854,0.000150532
662800,1.3081068,403,49,40,4,8,3,573,0.000284955
762288,1.340980717,101,76,42,5,2,3,706,0.000198756
778344,1.356328944,677,20,83.33333333,1,0,3,706,0.000181566
422947,1.250382735,2808,98,1575.333333,44,0,1,1241,0.00045906
515251,1.44820292,2808,98,837,2,0,1,1241,0.000125014
931105,1.399245482,2808,98,1353.333333,14,0,1,1241,0.000183431
950956,1.426524087,2808,98,1104.333333,4,0,1,1241,0.000124792
42993,1.410367112,2808,53,424.3333333,4,0,2,991,0.000163485
80537,1.356279697,2808,45,359.6666667,5,2,1,854,0.000161777
3495279,1.570305067,2808,251,180.6666667,1,0,1,1338,0.000166791
135054,1.396979122,2808,98,1366.666667,3,0,1,1241,0.000118406
266255,1.331349681,2808,56,1184,14,2,1,1104,0.000192539
766385,1.451349155,2808,56,395.3333333,5,0,1,1104,0.000145345
34249,1.372404015,403,79,146.6666667,14,0,2,1241,0.000197895
167517,1.351838981,2808,56,1154,4,4,4,1104,0.000239069
286561,1.404027559,95,55,19.33333333,5,0,2,1241,0.000148896
135152,1.308899863,677,112,265,25,0,3,1413,0.000305123
799081,1.430909877,677,79,129.6666667,5,0,1,1241,0.000124745
925066,1.411310658,677,112,216.3333333,8,0,1,1413,0.00013811
573241,1.41064802,2808,98,1242.666667,14,0,1,1241,0.000184205
19892,1.435680723,2808,98,1002.333333,9,0,1,1241,0.00015124
61172,1.286074464,2808,56,1248.666667,11,8,2,1104,0.00027845
758520,1.384902666,2808,98,1411.666667,15,0,1,1241,0.000191186
858827,1.071471466,2808,56,1335.666667,45,20,5,1104,0.000748962
889097,1.418536358,2808,56,760.6666667,1,0,2,1104,0.000147305
558339,1.357606764,406,169,187,8,2,1,854,0.000165372
642664,1.354572561,406,145,97.66666667,5,4,4,573,0.000255251
988386,1.377292307,406,169,164.3333333,6,2,2,854,0.000175609
858710,1.301984698,403,55,79.33333333,6,7,2,706,0.000247469
903609,1.300277353,403,49,43,1,11,4,573,0.000361481
484396,1.182726062,406,169,226.3333333,29,8,4,854,0.000428225
578031,1.394034619,403,60,61.66666667,1,1,1,854,0.000128073
935990,1.40844473,2808,53,445.3333333,1,0,1,991,0.000136835
315336,1.330332012,162,122,60.66666667,3,4,5,573,0.000283435
556242,1.368749465,81,23,35.33333333,7,1,5,991,0.000261841
75100,1.291032712,2808,56,1243.333333,24,1,1,1104,0.000272372
140689,1.401963752,2808,56,943.6666667,8,0,1,1104,0.000145555
222351,1.443412604,2808,98,899,5,0,1,1241,0.000132389
474482,1.381606253,2808,98,1422.666667,18,0,1,1241,0.000216366
913210,1.525517234,2808,227,525,4,0,1,1527,0.000156246
171693,1.402699818,95,38,11.66666667,1,1,2,854,0.000150765
747757,1.374316625,2808,56,1083,10,0,2,1104,0.000174677
61534,1.395218401,2808,53,573.6666667,2,0,1,991,0.000134106
142652,1.424087559,2808,56,698.6666667,7,0,1,1104,0.000145395
13508,1.58908927,2808,163,124.3333333,6,0,1,1413,0.000164841
108679,1.442656919,2808,98,912,7,0,2,1241,0.000161835
636433,1.499906419,2808,163,624.6666667,11,0,1,1413,0.000176885
775877,1.449711281,2808,163,1083.333333,27,0,3,1413,0.000328092
923705,1.554204265,2808,163,306.3333333,3,0,1,1413,0.000149393
3413,1.40844473,162,122,18,1,0,1,573,0.000143616
128249,1.409843592,162,131,18.66666667,2,0,1,854,0.000134858
142178,1.379965336,162,122,38.33333333,1,2,3,573,0.00019879
205254,1.392680218,162,127,43,3,2,1,706,0.000150845
813392,1.267807851,162,127,88,9,13,5,706,0.000436939
816896,1.357257742,162,131,67.66666667,7,1,3,854,0.000199079
73644,1.372941245,2808,45,324.6666667,3,2,3,854,0.000202585
171637,1.295669862,2808,45,426.3333333,13,5,3,854,0.000269062
190946,1.223052815,403,60,128.3333333,23,3,3,854,0.000306202
332852,1.400171812,2808,45,233,4,0,1,854,0.000153311
3056,1.40844473,677,53,126.6666667,0,0,1,991,0.000117525
9084,1.3281102,2808,56,1188,15,3,2,1104,0.000223758
750925,1.40844473,677,53,102.6666667,0,0,1,991,0.000118701
783250,1.40844473,2808,45,179.3333333,0,1,1,854,0.000151728
926548,1.181794841,2808,53,902.6666667,26,15,2,991,0.000502131
17929,1.366424847,677,36,151.3333333,0,9,3,854,0.000293243
58438,1.371917734,677,53,208.6666667,1,9,3,991,0.000291292
106882,1.405202696,677,53,134.6666667,1,3,1,991,0.000142307
110104,1.375133969,677,53,204,3,2,2,991,0.000152043
127696,1.397193725,677,112,240.6666667,10,0,1,1413,0.00015027
176358,1.423811905,677,112,198.6666667,9,0,2,1413,0.000165179
200074,1.418565071,2808,98,1191,9,0,2,1241,0.000168276
619423,1.43143192,677,53,27.33333333,2,2,1,991,0.000135622
684830,1.384371463,677,53,187,3,4,4,991,0.000236741
884962,1.42027097,677,79,171,3,0,2,1241,0.000139926
920939,1.416748513,677,53,71.66666667,2,2,1,991,0.000133612
139933,1.341327316,677,36,175.3333333,11,0,2,854,0.000182296
213165,1.37497826,2808,45,319,8,0,2,854,0.000183997
814036,1.281680044,95,42,54.66666667,25,0,4,991,0.000330632
36468,1.473410489,2808,163,823,6,0,1,1413,0.000144935
38302,1.377743197,2808,56,1069.666667,3,2,1,1104,0.000132953
138520,1.204725091,2808,56,1294,35,5,1,1104,0.000400353
223197,1.463971791,2808,163,923.6666667,7,0,1,1413,0.000147615
255704,1.439206719,2808,163,1185.666667,7,0,1,1413,0.000143624
312354,1.44262967,2808,98,913,5,0,1,1241,0.000132093
367459,1.43204626,2808,98,1047,5,0,1,1241,0.000129522
471355,1.363450658,2808,98,1467.666667,19,0,1,1241,0.000224906
472925,1.446534165,2808,98,857.3333333,8,0,1,1241,0.000147905
761108,1.45052558,2808,227,970.6666667,7,0,1,1527,0.00015787
855952,1.46422823,2808,98,631,3,0,1,1241,0.000132645
58372,1.258499124,2808,53,863,15,11,1,991,0.000352967
308645,1.461067645,2808,98,674,7,0,1,1241,0.000146702
453041,1.508888178,2808,98,335.6666667,1,0,1,1241,0.000138804
741177,1.445670317,2808,98,876.6666667,7,0,1,1241,0.000142081
291043,1.334778467,2808,56,1181,17,0,4,1104,0.000272202
44290,1.338891066,406,155,166,12,1,1,706,0.000186228
792175,1.335745419,406,155,167,8,3,2,706,0.000195635
49806,1.374344528,101,65,17,1,5,3,573,0.000229979
64817,1.391280994,101,65,13.66666667,2,1,1,573,0.000142774
1006782,1.368749465,101,65,19.66666667,4,1,2,573,0.000166749
130764,1.479786379,2808,163,754,5,0,1,1413,0.000142431
139089,1.441398213,2808,98,928.6666667,13,0,1,1241,0.000180105
213921,1.445526321,2808,163,1130,8,0,1,1413,0.000149687
243008,1.357982047,2808,163,1509.666667,40,0,1,1413,0.000422808
258430,1.402069716,2808,98,1343.666667,13,1,1,1241,0.00017813
317545,1.34257484,2808,98,1510,23,1,1,1241,0.000262671
527267,1.478247666,2808,163,773.6666667,7,0,1,1413,0.000150636
780581,1.437747621,2808,163,1194.333333,8,0,1,1413,0.000148907
805345,1.465920868,2808,163,897.3333333,2,0,1,1413,0.000130892
848913,1.380773354,2808,56,1056.333333,10,0,1,1104,0.000156224
920994,1.397787494,2808,98,1359,15,0,1,1241,0.000191449
819894,1.353042674,101,76,36.33333333,5,1,2,706,0.000164871
94764,1.45225687,2808,163,1056,4,0,1,1413,0.000132836
451296,1.445771313,2808,163,1124.666667,13,0,1,1413,0.00018273
129430,1.388278495,208,30,57.66666667,5,2,3,1104,0.000188121
853926,1.363060023,208,30,61.66666667,5,1,3,1104,0.000182034
928351,1.434058143,2808,98,1024,7,0,1,1241,0.000139332
312353,1.423938143,2808,98,1132.666667,10,0,1,1241,0.000155866
509223,1.412761062,2808,98,1226.333333,12,0,1,1241,0.000169004
799771,1.453454694,2808,98,770.6666667,3,0,1,1241,0.00012884
170381,1.449268727,2808,98,826.6666667,3,0,1,1241,0.000127445
465562,1.468041486,2808,98,584.6666667,1,0,1,1241,0.000130582
987621,1.382179269,2808,56,1050.333333,12,0,1,1104,0.000170375
416785,1.374344528,50,41,15,3,1,3,854,0.000183875
760240,1.324954642,50,30,12.33333333,1,10,5,573,0.000366239
743968,1.412429752,677,71,139.6666667,1,1,1,1104,0.000118816
102050,0.889062682,95,38,53.33333333,19,1,5,854,0.000319864
772745,1.532051685,2808,163,446.6666667,9,0,1,1413,0.000169122
99561,1.316076553,95,42,46,10,10,4,991,0.000353962
124492,1.405681566,2808,163,1425.333333,27,0,3,1413,0.000326619
477116,1.448077723,208,40,67.33333333,5,0,2,1241,0.000146444
850692,1.359723419,2808,53,723.6666667,6,3,2,991,0.000181819
68155,1.344103105,677,36,173.6666667,12,0,2,854,0.000188813
278559,1.402699818,46,12,1.333333333,0,2,1,573,0.00014707
295415,1.370640403,46,45,17.33333333,3,4,1,991,0.000163962
492670,1.402691171,46,45,10.33333333,1,1,1,991,0.000124567
639005,1.354619533,46,45,21.33333333,3,5,1,991,0.0001819
899198,1.404521286,46,45,8.333333333,2,2,3,991,0.000185512
376739,1.387998594,101,85,29,3,3,2,991,0.00016961
758943,1.39769658,2808,53,552,2,4,2,991,0.000188781
830425,1.424919039,101,85,7.666666667,0,0,2,1104,0.000143936
962064,1.367609006,101,83,40,6,1,3,854,0.000192796
942335,1.492008973,208,53,47.33333333,4,0,2,1413,0.000142858
949820,1.389724321,208,53,150.6666667,18,0,3,1413,0.000248155
578141,1.323339598,677,36,185.6666667,4,10,2,854,0.000301744
785611,1.353511719,2808,45,364,10,0,1,854,0.000176132
852007,1.173574227,2808,45,476.3333333,25,10,3,854,0.000417016
24944,1.366098106,89,39,41,6,3,5,1104,0.00026913
79392,1.411467663,89,33,15.33333333,0,2,2,991,0.000153258
466759,1.366276918,89,45,54,14,0,3,1241,0.000223049
232869,1.479163025,677,112,76.66666667,3,0,2,1413,0.000145071
245019,1.369828562,95,42,33,3,4,4,991,0.000239108
758208,1.41967866,2808,163,1342.666667,21,0,2,1413,0.00025906
669015,1.36870407,95,42,34,5,2,3,991,0.000190982
3170,1.441990123,2808,56,485,1,0,1,1104,0.000132974
94205,1.188670222,403,55,91,19,13,6,706,0.000493342
165818,1.357593794,403,63,116.6666667,8,3,2,991,0.000182897
196248,1.335875946,403,63,130.3333333,8,5,2,991,0.000211134
33560,1.396860283,2808,53,563.6666667,6,1,1,991,0.00014938
266916,1.346131624,162,127,71.33333333,0,11,2,706,0.000326309
418981,1.302180443,677,36,192,16,2,2,854,0.000224476
469286,1.39190244,2808,53,589,8,0,1,991,0.000155706
774791,1.401694879,2808,53,535.3333333,4,0,1,991,0.000140043
868306,1.313359902,2808,53,809,7,9,3,991,0.000306576
756740,1.415929576,2808,56,778.6666667,8,1,1,1104,0.000151605
115733,1.346332259,101,83,44,9,1,4,854,0.000236681
894956,1.270069056,101,83,58,18,1,3,854,0.000259161
186312,1.29641265,229,48,55.66666667,1,19,4,706,0.000532325
81083,1.125654992,403,55,95,23,21,4,706,0.000636983
169202,1.282338694,95,34,30,6,6,4,706,0.000277004
192925,1.395091703,95,42,21.33333333,4,1,3,991,0.000182842
223054,1.302702393,95,38,42.33333333,5,10,4,854,0.000342488
527379,1.368749465,101,65,20.66666667,3,3,3,573,0.000207039
536754,1.298505875,95,27,13,1,13,4,573,0.000402661
738855,1.386506612,406,169,145.6666667,2,4,2,854,0.000189417
486775,1.34241678,101,83,47.66666667,12,0,3,854,0.000218054
127949,1.381816149,406,155,126,1,4,1,706,0.000174398
139804,1.392026148,406,169,137,1,2,2,854,0.000164976
354733,1.424792661,2808,56,689,4,1,4,1104,0.000221103
146544,1.383976259,2808,56,1041.666667,4,0,1,1104,0.000125056
223701,1.37397465,406,178,163,7,0,3,991,0.000196603
238440,1.316477418,2808,53,805,6,8,2,991,0.00026589
600228,1.412103479,406,185,87.33333333,2,0,2,1104,0.000155306
148355,1.45741553,2808,53,85.66666667,1,1,1,991,0.000152432
752773,1.380201566,677,53,193.6666667,3,5,3,991,0.000219341
767741,1.407219654,406,178,104,2,1,3,991,0.00018771
776011,1.465434882,2808,98,616,4,0,1,1241,0.000135891
837486,1.428848299,2808,56,646,2,1,1,1104,0.000132306
809396,1.390400678,403,65,115.6666667,4,0,5,1104,0.000250619
48816,1.374435397,162,131,59.33333333,0,8,5,854,0.000329319
211424,1.396928613,406,155,103,0,2,2,706,0.000168204
76658,1.407585086,406,169,95,0,3,1,854,0.000157689
136075,1.404552148,406,169,102,0,1,2,854,0.000159023
406583,1.412536164,406,195,62.33333333,4,0,2,1413,0.000158584
628684,1.420529212,677,79,169.3333333,3,0,3,1241,0.000172523
772721,1.420448394,677,71,116.6666667,0,0,2,1104,0.000140067
804559,1.387195608,406,178,141,2,5,3,991,0.00022715
45057,1.260028488,403,55,83.33333333,8,8,4,706,0.000314605
87113,1.357594252,403,55,58.33333333,4,4,2,706,0.000190648
241813,1.34663307,2808,45,374,9,1,2,854,0.000189716
334829,1.352124297,403,55,60.33333333,2,5,2,706,0.000202792
577720,1.267738974,403,55,81.66666667,7,12,4,706,0.000388904
117001,1.381203023,677,36,132,6,0,2,854,0.000157483
578744,1.398492633,677,36,99,4,0,2,854,0.000151804
763554,1.379963766,677,20,66.33333333,4,0,3,706,0.000186907
617568,1.405337246,677,53,133.6666667,3,0,3,991,0.000176327
805208,1.384646025,677,36,126,5,1,4,854,0.000220865
32366,1.390947707,95,42,24.66666667,3,2,2,991,0.000156774
69153,1.143343666,95,38,52,19,9,5,854,0.000400122
83554,1.328001022,2808,98,1523.666667,15,2,3,1241,0.000237061
227487,1.448557171,95,55,5.333333333,3,0,1,1241,0.000120146
683686,1.426993303,2808,56,667.3333333,3,0,1,1104,0.000130843
800426,1.406997556,95,55,18.33333333,7,0,3,1241,0.000186907
81619,1.494416252,403,98,42.66666667,3,0,1,1413,0.000120636
659299,1.472968259,403,98,69.66666667,2,0,1,1413,0.000116951
789721,1.401437888,403,65,106.3333333,7,0,1,1104,0.000135792
842269,1.366017075,403,63,110.3333333,2,8,1,991,0.000242079
654490,1.334228378,101,83,51,11,1,3,854,0.000214602
41899,1.40830683,2808,53,489,5,0,1,991,0.000144809
133119,1.408938756,406,169,69.66666667,2,0,3,854,0.000188257
394806,1.245236043,2808,53,869.6666667,14,14,3,991,0.000434536
542549,1.342083636,406,155,164,6,2,4,706,0.000236611
551815,1.204681382,406,145,125.3333333,5,19,8,573,0.000615896
628981,1.383883387,2808,53,635,9,0,1,991,0.000160204
38977,1.408907135,2808,98,1253,6,0,2,1241,0.000152921
196969,1.334428036,95,42,43,6,6,4,991,0.0002722
300024,1.422672169,2808,56,717.6666667,4,0,1,1104,0.000132336
443997,1.375400676,229,61,65.33333333,4,0,3,854,0.000182886
571845,1.391215716,162,127,47,2,2,1,706,0.00014878
758601,1.368762169,162,134,47,4,3,3,991,0.000202571
797056,1.333434465,81,23,40.33333333,7,5,5,991,0.00029283
837592,1.38394279,162,122,36.66666667,0,5,4,573,0.000260124
43444,1.369341839,46,45,18.33333333,0,6,2,991,0.000213539
67561,1.391282941,46,36,11,0,4,1,854,0.000163864
107877,1.392387552,677,53,166.3333333,5,1,2,991,0.00015205
224186,1.366473222,2808,56,1102,5,3,2,1104,0.000170505
585574,1.513504074,2808,163,543,7,0,1,1413,0.000156236
766078,1.456843907,2808,163,1001,17,0,1,1413,0.000215386
852688,1.403029014,2808,163,1435,29,0,1,1413,0.000319119
52382,1.372173804,2808,56,1088,7,2,2,1104,0.000167827
85776,1.375185664,2808,53,672.3333333,9,2,1,991,0.000168603
154548,1.357176322,2808,53,735,7,3,2,991,0.000185439
224294,1.390475259,2808,53,600,7,2,3,991,0.000205072
339490,1.391492654,2808,53,591.3333333,1,3,2,991,0.000173388
805661,1.32240042,2808,53,796.6666667,13,5,1,991,0.000227831
817369,1.379479531,2808,56,1065.666667,8,1,1,1104,0.000146309
835894,1.429983422,2808,53,265,0,1,1,991,0.000145236
838524,1.412830886,2808,53,402,3,2,1,991,0.000151599
943936,1.394930006,2808,53,576.6666667,1,2,2,991,0.000163338
359062,1.422292348,2808,98,1155.333333,7,0,2,1241,0.000158363
35587,1.422478234,2808,98,1152,8,0,1,1241,0.000143008
192338,1.402699818,2808,163,1443.666667,2,0,1,1413,0.000123306
779670,1.511174427,2808,163,552,6,0,1,1413,0.00015154
885375,1.411551541,2808,163,1376,10,0,1,1413,0.000159548
233035,1.379873837,162,127,55.33333333,4,2,2,706,0.000171955
247966,1.363934377,162,127,60.33333333,1,7,5,706,0.000316414
368451,1.375278208,162,131,58,3,3,2,854,0.000175817
847735,1.335737767,162,122,59.66666667,3,9,3,573,0.000304963
855531,1.320356923,162,131,79.66666667,4,7,7,854,0.000383181
935330,1.396785271,677,79,234.6666667,13,0,3,1241,0.000214368
215058,1.550612642,2808,163,327,4,0,2,1413,0.000170278
