,Unnamed: 0,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,cluster
268,1306,['Jack Kerouac'],120487,0.615,0.0121,0.246,110.75,-28.04,1,5,0.9420000000000001,0.0,0.0853,0.206,0,133960,9,1959,1959,Hard Hearted Old Farmer,Comedy/Spoken,0
269,1307,['Jack Kerouac'],120487,0.6859999999999999,0.033,0.0976,94.376,-23.591,1,5,0.983,8.25e-06,0.147,0.07,0,229227,10,1959,1959,The Last Hotel & **** of Dharma,Comedy/Spoken,0
270,1308,['Jack Kerouac'],120487,0.7140000000000001,0.133,0.427,126.071,-15.762,1,0,0.905,0.0,0.206,0.5539999999999999,0,849000,9,1959,1959,"Poems from the *********** ""Book of ******",Comedy/Spoken,0
271,1309,['Jack Kerouac'],120487,0.657,0.0698,0.414,109.84,-23.183,1,1,0.889,0.0,0.518,0.535,0,605040,8,1959,1959,Conclusion of the Railroad Earth,Comedy/Spoken,0
272,1310,['Jack Kerouac'],120487,0.555,0.0539,0.3,79.426,-24.601,0,7,0.956,0.0,0.193,0.322,0,399107,8,1959,1959,Old Western Movies,Comedy/Spoken,0
273,1311,['Jack Kerouac'],120487,0.568,0.225,0.584,70.672,-17.924,1,1,0.982,3.21e-05,0.15,0.527,0,427800,32,1959,1959,October in the Railroad Earth (with Steve Allen),Comedy/Spoken,0
274,1312,['Jack Kerouac'],120487,0.654,0.195,0.462,123.487,-18.748,1,5,0.99,0.0023,0.109,0.257,0,223267,20,1959,1959,Charlie Parker (with Steve Allen),Comedy/Spoken,0
275,1313,['Jack Kerouac'],120487,0.6890000000000001,0.247,0.501,65.194,-17.59,1,1,0.975,1.54e-06,0.124,0.8740000000000001,0,197440,19,1959,1959,Sounds of the Universe Coming in My Window (with Steve Allen),Comedy/Spoken,0
276,1314,['Jack Kerouac'],120487,0.687,0.194,0.377,128.173,-17.901,1,5,0.99,2.91e-05,0.115,0.403,0,64373,17,1959,1959,Deadbelly (with Steve Allen),Comedy/Spoken,0
277,1315,['Jack Kerouac'],120487,0.684,0.217,0.5329999999999999,78.715,-16.702,1,6,0.983,7.97e-06,0.123,0.517,0,103107,16,1959,1959,Goofing at the Table (with Steve Allen),Comedy/Spoken,0
278,1316,['Jack Kerouac'],120487,0.6609999999999999,0.0444,0.213,133.552,-18.359,1,10,0.899,0.000433,0.14,0.214,0,599707,15,1959,1959,American Haikus,Comedy/Spoken,0
279,1317,['Jack Kerouac'],120487,0.597,0.151,0.424,83.949,-20.435,0,5,0.958,0.0,0.155,0.568,0,232773,15,1959,1959,Bowery ***** (with Steve Allen),Comedy/Spoken,0
280,4356,['Moondog'],496525,0.542,0.3779999999999999,0.609,93.619,-18.753,1,6,0.507,0.762,0.109,0.0567,0,110200,12,1956,1956,Big Cat,Avant-Garde,0
281,4357,['Moondog'],496525,0.657,0.373,0.975,55.808,-18.445,1,0,0.41,1.23e-06,0.802,0.351,0,50773,11,1956,1956,Dance Rehearsal,Avant-Garde,0
282,4358,['Moondog'],496525,0.653,0.988,0.284,104.68,-17.74,1,8,0.0677,2.39e-05,0.18,0.0786,0,76667,10,1956,1956,Tap Dance,Avant-Garde,0
283,4359,['Moondog'],496525,0.4370000000000001,0.499,0.643,94.084,-13.2,1,2,0.765,0.848,0.13,0.0335,0,136560,31,1969,1/1/1969,Stamping Ground - ************,Avant-Garde,1
284,4360,['Moondog'],496525,0.446,0.525,0.193,172.733,-18.86,1,6,0.0996,0.0652,0.278,0.485,0,217667,9,1956,1956,Street Scene,Avant-Garde,0
285,4361,['Moondog'],496525,0.539,0.562,0.825,102.234,-14.867,1,7,0.9640000000000001,0.825,0.13,0.0459,0,179720,29,1969,1/1/1969,Theme - ************,Avant-Garde,1
286,4362,['Moondog'],496525,0.512,0.624,0.581,102.791,-20.64,0,6,0.474,0.9079999999999999,0.0977,0.0684,0,137707,9,1956,1956,**** Suite,Avant-Garde,0
287,4363,['Moondog'],496525,0.586,0.395,0.8690000000000001,103.749,-13.545,0,4,0.885,0.938,0.0876,0.0553,0,169947,24,1969,1/1/1969,Symphonique #6 (Good For Goodie) - ************,Avant-Garde,0
288,4364,['Moondog'],496525,0.292,0.418,0.182,103.624,-14.295,1,0,0.452,0.17,0.144,0.0352,0,393853,23,1969,1/1/1969,Witch of Endor - ************,Avant-Garde,0
289,4365,['Moondog'],496525,0.373,0.31,0.207,109.021,-15.666,1,10,0.857,0.337,0.104,0.0555,0,359960,23,1969,1/1/1969,Minisym ** - ************,Avant-Garde,0
290,4366,['Moondog'],496525,0.862,0.7859999999999999,0.971,101.475,-16.177,0,9,0.0762,0.102,0.0784,0.0327,0,90760,22,1956,1956,Caribea,Avant-Garde,0
291,4367,['Moondog'],496525,0.608,0.09699999999999999,0.471,119.808,-22.651,1,2,0.99,0.904,0.117,0.0759,0,103000,21,1956,1956,To A Sea Horse,Avant-Garde,0
292,4368,['Moondog'],496525,0.74,0.393,0.96,101.613,-21.38,0,5,0.77,0.326,0.0974,0.0554,0,49667,18,1956,1956,Trees ******* The Sky,Avant-Garde,0
293,4369,['Moondog'],496525,0.6990000000000001,0.799,0.86,115.234,-14.407,0,11,0.057,0.00125,0.0203,0.0551,0,123373,17,1956,1956,"Death, When You Come To Me",Avant-Garde,0
294,4370,['Moondog'],496525,0.377,0.562,0.56,80.878,-13.396,0,7,0.879,0.11,0.6679999999999999,0.335,0,135133,18,1956,1956,Tree Trail,Avant-Garde,0
295,4371,['Moondog'],496525,0.594,0.291,0.0979,63.38399999999999,-11.158,1,2,0.763,0.879,0.106,0.0429,0,123893,51,1997,11/28/1997,Bird's Lament,Avant-Garde,2
296,4372,['Moondog'],496525,0.306,0.9209999999999999,0.613,84.051,-10.498,1,5,0.693,0.623,0.152,0.502,0,415533,16,1956,1956,Surf Session,Avant-Garde,0
297,4373,['Moondog'],496525,0.634,0.528,0.7140000000000001,121.548,-13.753,1,7,0.767,0.9329999999999999,0.0935,0.0397,0,106667,37,1969,1/1/1969,"Lament I, ""Bird's Lament"" - ************",Avant-Garde,1
298,4374,['Moondog'],496525,0.633,0.637,0.893,178.743,-14.892,1,8,0.317,0.12,0.377,0.0883,0,133640,13,1956,1956,Lullaby,Avant-Garde,0
299,4375,['Moondog'],496525,0.356,0.623,0.963,180.378,-13.764,0,9,0.705,0.00163,0.186,0.289,0,129200,12,1956,1956,Frog Bog,Avant-Garde,0
300,6680,['Alan Silvestri'],931869,0.169,0.163,0.0383,74.185,-16.613,1,5,0.9690000000000001,0.774,0.24,0.04099999999999999,0,237027,39,1998,10/6/1998,Practical Magic,Stage & Screen,1
301,6681,['Alan Silvestri'],931869,0.224,0.4,0.33,94.67200000000001,-10.157,1,5,0.831,0.754,0.123,0.0306,0,66227,50,2011,1/1/2011,Captain America,Stage & Screen,2
302,6682,['Alan Silvestri'],931869,0.0695,0.0861,0.0368,71.15899999999999,-19.536,1,3,0.909,0.9329999999999999,0.111,0.043,0,163360,41,1992,11/17/1992,Theme From The Bodyguard,Stage & Screen,1
303,6683,['Alan Silvestri'],931869,0.256,0.0258,0.325,82.711,-28.607,1,7,0.987,0.972,0.116,0.0391,0,57133,40,1994,8/2/1994,You're No Different,Stage & Screen,1
304,6684,['Alan Silvestri'],931869,0.402,0.046,0.0967,104.425,-22.779,1,5,0.9790000000000001,0.513,0.0771,0.033,0,159667,62,1994,8/2/1994,I'm Forrest... Forrest Gump,Stage & Screen,2
305,6685,['Alan Silvestri'],931869,0.25,0.5529999999999999,0.226,118.985,-8.187999999999999,1,7,0.606,0.6729999999999999,0.145,0.0429,0,123360,66,2012,1/1/2012,The Avengers,Stage & Screen,2
306,6686,['Alan Silvestri'],931869,0.111,0.103,0.0448,84.52,-18.36,1,5,0.893,0.816,0.164,0.0356,0,394240,53,1994,8/2/1994,Suite from Forrest Gump,Stage & Screen,2
307,6687,['Alan Silvestri'],931869,0.191,0.391,0.0996,99.40299999999999,-12.976,1,8,0.769,0.9009999999999999,0.17,0.0367,0,210960,54,1999,9/20/1999,"Back To The Future: Back To The Future - From ""Back To The Future""",Stage & Screen,2
308,7819,"['Andrew Lloyd Webber', 'Betty Buckley']",3595,0.224,0.101,0.0501,75.218,-13.041,1,5,0.927,0.0027,0.0975,0.0375,0,262187,30,1983,1/1/1983,Grizabella: The Glamour Cat / Memory - Medley,Stage & Screen,1
309,7820,"['Andrew Lloyd Webber', 'Betty Buckley']",3595,0.254,0.231,0.0735,81.509,-9.668,1,3,0.9059999999999999,0.0084,0.114,0.0302,0,320573,46,1983,1/1/1983,Memory,Stage & Screen,1
310,7821,"['Andrew Lloyd Webber', 'Betty Buckley']",3595,0.291,0.179,0.092,76.339,-11.227,1,0,0.8809999999999999,0.000679,0.213,0.0323,0,185613,35,1983,1/1/1983,Grizabella: The Glamour Cat,Stage & Screen,1
311,7822,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.431,0.334,0.475,144.886,-17.344,1,2,0.631,0.0,0.0741,0.19,0,328400,35,1992,1/1/1992,"Go, Go, Go Joseph",Stage & Screen,1
312,7823,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.596,0.301,0.351,148.176,-17.191,1,10,0.634,0.0,0.0924,0.0806,0,175773,34,1992,1/1/1992,Joseph's Dreams,Stage & Screen,1
313,7824,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.515,0.245,0.295,129.764,-20.462,1,4,0.624,0.0,0.128,0.239,0,287373,33,1992,1/1/1992,********,Stage & Screen,1
314,7825,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.26,0.128,0.226,121.142,-18.54,1,9,0.779,3.14e-06,0.0637,0.04,0,212827,33,1992,1/1/1992,Finale: Any Dream Will Do / Give Me My Colored Coat,Stage & Screen,1
315,7826,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.524,0.564,0.473,139.874,-16.541,1,4,0.585,0.0,0.187,0.139,0,193800,32,1992,1/1/1992,Song Of The King (Seven **** *****,Stage & Screen,1
316,7827,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.551,0.319,0.474,145.016,-18.72,1,4,0.732,0.0,0.109,0.0744,0,81333,32,1992,1/1/1992,Pharaoh's Dream Explained,Stage & Screen,1
317,7828,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.376,0.224,0.267,111.107,-18.037,1,5,0.6809999999999999,6.06e-06,0.701,0.0394,0,111067,31,1992,1/1/1992,"Poor, Poor Pharaoh",Stage & Screen,1
318,7829,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.695,0.418,0.736,126.073,-16.71,1,3,0.6579999999999999,0.0,0.475,0.0778,0,156240,31,1992,1/1/1992,Stone The Crows,Stage & Screen,1
319,7830,"['Andrew Lloyd Webber', 'Donny Osmond']",3595,0.42,0.311,0.49,78.343,-18.199,1,2,0.643,0.0,0.841,0.167,0,264027,31,1992,1/1/1992,"The Brothers Come To Egypt / Grovel, Grovel",Stage & Screen,1
320,7389,['Alvin & the Chipmunks'],744969,0.8,0.535,0.556,98.71600000000001,-8.297,1,1,0.743,0.101,0.119,0.215,0,114253,11,1961,1/1/1961,***** Blind (Folded) Mice,Children's,0
321,7390,['Alvin & the Chipmunks'],744969,0.677,0.7090000000000001,0.9640000000000001,176.507,-6.312,1,0,0.6990000000000001,0.0035,0.104,0.0509,0,108947,11,1961,1/1/1961,Whistle While You Work,Children's,0
322,7391,['Alvin & the Chipmunks'],744969,0.648,0.211,0.521,122.597,-11.433,1,3,0.6729999999999999,4.6e-05,0.429,0.0444,0,119000,11,1961,1/1/1961,The Little ***,Children's,0
323,7392,['Alvin & the Chipmunks'],744969,0.7559999999999999,0.565,0.968,93.81700000000001,-8.301,1,5,0.8420000000000001,2.02e-05,0.0672,0.0265,0,157460,12,1962,1/1/1962,Jingle Bells,Children's,0
324,7393,['Alvin & the Chipmunks'],744969,0.728,0.498,0.9620000000000001,176.463,-6.973,1,0,0.644,0.0133,0.0869,0.0456,0,93879,11,1962,1/1/1962,Up On The House-Top,Children's,0
325,7394,['Alvin & the Chipmunks'],744969,0.633,0.399,0.6990000000000001,140.367,-7.662000000000001,1,2,0.861,0.000102,0.885,0.283,0,126387,9,1960,1/1/1960,Stuck In Arabia,Children's,0
326,7395,['Alvin & the Chipmunks'],744969,0.851,0.486,0.633,113.32,-6.466,1,0,0.735,6.74e-06,0.313,0.118,0,132400,11,1961,1/1/1961,If You Love Me (Alouette),Children's,0
327,7396,['Alvin & the Chipmunks'],744969,0.49,0.604,0.8640000000000001,178.366,-8.136000000000001,1,3,0.78,0.0,0.471,0.03700000000000001,0,105717,10,1962,1/1/1962,Here Comes Santa Claus (Right Down Santa Claus Lane),Children's,0
328,7397,['Alvin & the Chipmunks'],744969,0.52,0.265,0.513,99.264,-6.885,1,0,0.763,4.59e-05,0.194,0.0311,0,69507,10,1961,1/1/1961,Good Morning Song,Children's,0
329,7398,['Alvin & the Chipmunks'],744969,0.667,0.479,0.741,67.587,-7.087999999999999,1,10,0.785,9.120000000000001e-05,0.872,0.0535,0,151265,9,1962,1/1/1962,"Rudolph, The Red-Nosed Reindeer",Children's,0
330,7399,['Alvin & the Chipmunks'],744969,0.74,0.473,0.8759999999999999,87.51100000000001,-7.821000000000001,1,0,0.767,0.0,0.324,0.0333,0,106865,9,1962,1/1/1962,Santa Claus Is Comin' To Town,Children's,0
331,7400,['Alvin & the Chipmunks'],744969,0.6729999999999999,0.351,0.595,105.967,-9.201,1,8,0.785,0.000105,0.0669,0.0368,0,107633,9,1962,1/1/1962,It's Beginning To Look A Lot Like Christmas,Children's,0
332,7401,['Alvin & the Chipmunks'],744969,0.545,0.467,0.963,169.095,-8.231,1,7,0.8190000000000001,0.00123,0.421,0.0284,0,121229,9,1962,1/1/1962,Frosty The Snowman,Children's,0
333,7402,['Alvin & the Chipmunks'],744969,0.339,0.313,0.171,89.72399999999999,-8.458,1,0,0.8059999999999999,0.136,0.0477,0.0299,0,154108,8,1962,1/1/1962,White Christmas,Children's,0
334,7403,['Alvin & the Chipmunks'],744969,0.774,0.619,0.961,109.049,-7.185,1,7,0.7559999999999999,0.004070000000000001,0.384,0.0428,0,118533,8,1962,1/1/1962,Over The River And Through The Woods,Children's,0
335,7404,['Alvin & the Chipmunks'],744969,0.7040000000000001,0.624,0.9470000000000001,118.106,-7.561,1,5,0.5579999999999999,0.0118,0.0815,0.0407,0,114213,8,1960,1/1/1960,Working On The Railroad,Children's,0
336,7405,['Alvin & the Chipmunks'],744969,0.5670000000000001,0.596,0.759,152.312,-5.716,1,8,0.789,9.02e-06,0.495,0.0409,0,140225,8,1962,1/1/1962,The Chipmunk Song (Christmas Don't Be Late),Children's,0
337,7406,['Alvin & the Chipmunks'],744969,0.512,0.53,0.701,180.88,-5.792999999999999,1,7,0.579,0.000219,0.22,0.263,0,152853,9,1962,1/1/1962,The Band Played On,Children's,0
338,7407,['Alvin & the Chipmunks'],744969,0.8059999999999999,0.309,0.7709999999999999,136.754,-10.605,0,9,0.8220000000000001,0.0,0.145,0.0647,0,102747,12,1963,1/1/1963,All I Want For Christmas (Is My Two Front Teeth),Children's,0
339,7408,['Alvin & the Chipmunks'],744969,0.8109999999999999,0.5589999999999999,0.925,129.045,-8.176,1,10,0.652,0.0281,0.18,0.0496,0,52733,7,1960,1/1/1960,Sing ***** With The Chipmunks,Children's,0
340,7687,"['Andr茅 Previn', 'Frank Sinatra']",30250,0.373,0.391,0.101,126.426,-10.006,0,9,0.718,0.9440000000000001,0.146,0.039,0,239747,7,1956,1956,Red - Remastered,Classical,0
341,7688,['Andr茅 Previn'],30250,0.648,0.0833,0.468,54.16399999999999,-18.338,0,6,0.935,0.0,0.2,0.0507,0,84333,20,1964,1964,Servants' Chorus* - Voice,Classical,0
342,7689,['Andr茅 Previn'],30250,0.198,0.385,0.183,99.415,-9.829,0,7,0.892,0.951,0.187,0.0307,0,78159,0,1946,1/1/1946,Designing Woman ****** Main *****,Classical,0
343,7690,['Andr茅 Previn'],30250,0.263,0.114,0.15,53.96899999999999,-16.946,1,7,0.909,0.426,0.336,0.0392,0,88693,20,1964,1964,Intermission* - ************,Classical,0
344,7691,['Andr茅 Previn'],30250,0.217,0.261,0.092,117.846,-19.097,1,2,0.9279999999999999,0.7979999999999999,0.7140000000000001,0.08900000000000001,0,103933,21,1964,1964,The Flowermarket* - ************,Classical,0
345,7692,['Andr茅 Previn'],30250,0.402,0.186,0.66,169.673,-18.45,1,9,0.8809999999999999,0.3779999999999999,0.103,0.0428,0,477520,21,1967,1967,"Symphonie espagnole, Op. *** V. Rondo",Classical,0
346,7693,['Andr茅 Previn'],30250,0.339,0.61,0.0538,123.372,-11.952,1,0,0.747,0.0892,0.127,0.0637,0,329827,35,1973,1/1/1973,"Overture (Jesus Christ Superstar/Soundtrack) - From ""Jesus Christ Superstar"" Soundtrack",Classical,1
347,7694,['Andr茅 Previn'],30250,0.176,0.189,0.169,81.97,-19.049,1,11,0.8859999999999999,0.8290000000000001,0.0829,0.0358,0,159373,36,1976,1976,"Swan Lake, ****** Act I: 9. Finale (Andante)",Classical,1
348,7695,['Andr茅 Previn'],30250,0.122,0.0335,0.0355,95.441,-31.043,0,2,0.903,0.762,0.0759,0.0411,0,528200,0,1949,1949,Cello Concerto: I. Moderato,Classical,0
349,7696,['Andr茅 Previn'],30250,0.278,0.0515,0.0511,105.354,-26.259,1,7,0.8220000000000001,0.116,0.064,0.0425,0,455973,0,1949,1949,Violin Concerto: III. Allegro non troppo,Classical,0
350,7697,['Andr茅 Previn'],30250,0.474,0.476,0.309,108.811,-16.824,1,9,0.955,0.0377,0.219,0.5720000000000001,0,38640,19,1964,1964,Ascot Gavotte (reprise)* - Voice,Classical,0
351,7698,['Andr茅 Previn'],30250,0.3720000000000001,0.112,0.117,89.81200000000001,-19.78,1,7,0.94,0.532,0.0437,0.06,0,588387,24,1966,1966,"Tzigane, M. 76 (Version for Violin & Orchestra)",Classical,0
352,7699,['Andr茅 Previn'],30250,0.204,0.406,0.0904,159.574,-14.309,1,0,0.813,0.853,0.155,0.0404,0,425560,29,1974,1/1/1974,"Holst: The Planets, Op. *** I. Mars, the Bringer of War",Classical,1
353,7700,['Andr茅 Previn'],30250,0.216,0.134,0.124,80.861,-20.053,1,2,0.917,0.685,0.192,0.055,0,704640,34,1976,1976,"Swan Lake, ****** Act I: 5. Pas de deux",Classical,1
354,7701,['Andr茅 Previn'],30250,0.244,0.124,0.222,101.836,-19.81,1,2,0.9620000000000001,0.899,0.193,0.0481,0,223707,34,1976,1976,"Swan Lake, ****** Act I: 3. Scene (Allegro moderato)",Classical,1
355,7702,['Andr茅 Previn'],30250,0.285,0.0718,0.116,116.612,-19.658,1,10,0.963,0.8909999999999999,0.0595,0.0415,0,598867,34,1976,1976,"Swan Lake, ****** Act I: 4. Pas de trois",Classical,1
356,7703,['Andr茅 Previn'],30250,0.265,0.0666,0.0725,144.025,-22.209,0,1,0.9420000000000001,0.748,0.0769,0.0423,0,1070773,34,1976,1976,"Swan Lake, ****** Act II: *** Dances of the Swans",Classical,1
357,7704,['Andr茅 Previn'],30250,0.0849,0.209,0.0411,78.378,-19.25,0,4,0.9470000000000001,0.853,0.149,0.0441,0,180640,34,1976,1976,"Tchaikovsky: Swan Lake, Op. *** Act ** No. *** Scene (Moderato)",Classical,1
358,7705,['Andr茅 Previn'],30250,0.228,0.195,0.654,141.695,-12.988,1,3,0.44,0.9520000000000001,0.0985,0.0316,0,74800,19,1964,1964,Exit Music* - ************,Classical,0
359,7706,['Andr茅 Previn'],30250,0.588,0.119,0.555,83.186,-14.651,0,2,0.669,0.239,0.327,0.0548,0,78373,19,1964,1964,The Transylvanian March* - Voice,Classical,0
360,9107,['Arthur Lyman'],607028,0.529,0.597,0.453,132.295,-7.417000000000001,1,0,0.524,0.00015,0.102,0.0324,0,106787,0,1953,1953,Mele Kalikimaka - Jingle Bells,Easy Listening,0
361,9108,['Arthur Lyman'],607028,0.331,0.0109,0.239,141.973,-34.43,1,0,0.9620000000000001,0.201,0.122,0.062,0,162227,11,1958,1958,Island of Dreams,Easy Listening,0
362,9109,['Arthur Lyman'],607028,0.487,0.194,0.0673,127.977,-16.791,1,0,0.8170000000000001,0.579,0.0857,0.0342,0,246867,13,1958,1958,Bolero,Easy Listening,0
363,9110,['Arthur Lyman'],607028,0.612,0.467,0.963,97.459,-17.303,1,7,0.0288,0.0,0.185,0.0735,0,118093,12,1958,1958,Anna,Easy Listening,0
364,9111,['Arthur Lyman'],607028,0.396,0.27,0.111,83.694,-17.191,1,1,0.0865,0.000268,0.0888,0.0597,0,204933,11,1958,1958,Moon over a Ruined Castle,Easy Listening,0
365,9112,['Arthur Lyman'],607028,0.193,0.0114,0.133,144.296,-39.967,1,10,0.8909999999999999,0.266,0.0878,0.06,0,150373,11,1958,1958,Whispering Reef,Easy Listening,0
366,9113,['Arthur Lyman'],607028,0.328,0.0552,0.113,113.532,-28.69,1,0,0.899,0.6890000000000001,0.18,0.0423,0,159920,13,1960,1960,Moon of Manakoora,Easy Listening,0
367,9114,['Arthur Lyman'],607028,0.4429999999999999,0.012,0.246,122.396,-29.923,0,2,0.927,0.9540000000000001,0.105,0.0413,0,138600,10,1958,1958,My Tani,Easy Listening,0
368,9115,['Arthur Lyman'],607028,0.355,0.00867,0.22,141.955,-37.978,1,0,0.9520000000000001,0.935,0.07200000000000001,0.0564,0,161467,10,1958,1958,Waipio,Easy Listening,0
369,9116,['Arthur Lyman'],607028,0.619,0.444,0.491,122.917,-11.119,1,0,0.125,0.281,0.128,0.039,0,174240,10,1958,1958,Waikiki ********,Easy Listening,0
370,9117,['Arthur Lyman'],607028,0.621,0.275,0.403,131.378,-15.707,1,5,0.071,0.015,0.0552,0.0936,0,150573,11,1960,1960,Love Dance,Easy Listening,0
371,9118,['Arthur Lyman'],607028,0.498,0.28,0.392,83.881,-22.372,1,0,0.665,0.8140000000000001,0.0805,0.0456,0,162280,11,1959,1959,Jungle Jalopy,Easy Listening,0
372,9119,['Arthur Lyman'],607028,0.662,0.4379999999999999,0.8440000000000001,127.206,-16.232,1,5,0.753,0.708,0.0726,0.0315,0,192493,11,1961,1961,Arrive Derce Roma,Easy Listening,0
373,9120,['Arthur Lyman'],607028,0.516,0.341,0.637,126.823,-15.81,1,3,0.495,0.000253,0.233,0.0354,0,156373,10,1961,1961,Andalusia,Easy Listening,0
374,9121,['Arthur Lyman'],607028,0.297,0.161,0.141,183.123,-17.0,1,3,0.977,0.245,0.132,0.0598,0,158013,0,1953,1953,Christmas Song,Easy Listening,0
375,9122,['Arthur Lyman'],607028,0.386,0.00701,0.284,110.583,-35.704,1,5,0.929,0.86,0.0891,0.0502,0,181240,8,1958,1958,Ke Kali Ne Au,Easy Listening,0
376,9123,['Arthur Lyman'],607028,0.578,0.605,0.617,127.779,-12.293,1,1,0.0078,0.0332,0.2,0.0756,0,279707,8,1958,1958,Bwana 脌,Easy Listening,0
377,9124,['Arthur Lyman'],607028,0.374,0.342,0.301,145.222,-16.081,1,0,0.7609999999999999,0.0319,0.199,0.049,0,179440,10,1961,1961,Sweet and Lovely,Easy Listening,0
378,9125,['Arthur Lyman'],607028,0.525,0.322,0.207,132.393,-16.704,0,2,0.826,0.0356,0.0855,0.0619,0,234293,10,1961,1961,Autumn Leaves,Easy Listening,0
379,9126,['Arthur Lyman'],607028,0.612,0.365,0.275,114.059,-16.46,1,0,0.032,0.648,0.124,0.0877,0,150133,7,1958,1958,Sim Sim,Easy Listening,0
380,21892,['Confederate Railroad'],119058,0.604,0.862,0.836,151.496,-4.868,1,7,0.187,4.15e-05,0.251,0.0432,0,199693,37,1996,1996,Queen of Memphis,Unknown,1
381,21893,['Confederate Railroad'],119058,0.586,0.371,0.317,81.421,-12.766,1,2,0.163,0.00146,0.0812,0.0259,0,251467,34,1992,4/28/1992,When You Leave That Way You Can Never Go Back - Remastered Version,Unknown,1
382,21894,['Confederate Railroad'],119058,0.66,0.809,0.674,92.48700000000001,-7.883999999999999,1,7,0.0424,8.96e-05,0.21,0.0323,0,169600,33,1992,4/28/1992,Time *** for Bad Behavior,Unknown,1
383,21895,['Confederate Railroad'],119058,0.645,0.677,0.872,74.945,-9.389,1,5,0.0101,3.04e-06,0.29,0.0338,0,220573,38,1995,1/1/1995,"Bill's Laundromat, Bar and Grill",Unknown,1
384,21896,['Confederate Railroad'],119058,0.748,0.552,0.73,123.657,-7.852,1,7,0.118,1.41e-05,0.0841,0.0258,0,167107,30,1992,4/28/1992,*** Took It Like a Man - Remastered Version,Unknown,1
385,21897,['Confederate Railroad'],119058,0.639,0.795,0.8640000000000001,142.566,-6.633999999999999,1,9,0.0452,0.0,0.121,0.0344,0,194800,57,1992,4/28/1992,**** Women - Remastered Version,Unknown,2
386,21898,['Confederate Railroad'],119058,0.586,0.517,0.637,77.189,-12.88,1,4,0.225,1.91e-06,0.272,0.0268,0,223667,55,1994,1994,Daddy Never Was the Cadillac Kind,Unknown,2
387,21899,['Confederate Railroad'],119058,0.604,0.8029999999999999,0.8420000000000001,151.472,-7.032999999999999,1,7,0.207,3.94e-05,0.24,0.0361,0,199507,49,1992,4/28/1992,Queen of Memphis - Remastered Version,Unknown,2
388,21900,['Confederate Railroad'],119058,0.636,0.8240000000000001,0.872,142.553,-5.535,1,9,0.0468,0.0,0.139,0.0344,0,195707,52,1996,1996,**** Women,Unknown,2
389,21901,['Confederate Railroad'],119058,0.76,0.627,0.731,120.778,-9.048,1,2,0.29,0.0,0.0652,0.0351,0,204533,39,1992,4/28/1992,*** Never Cried - Remastered Version,Unknown,1
390,21902,['Confederate Railroad'],119058,0.622,0.578,0.475,136.611,-8.337,1,11,0.128,0.000614,0.0944,0.0259,0,201800,38,1992,4/28/1992,Jesus and Mama - Remastered Version,Unknown,1
391,83792,['The Bothy Band'],620126,0.311,0.441,0.726,125.999,-12.597,1,7,0.6759999999999999,0.0812,0.0794,0.0398,0,273853,32,1975,1975,The Kesh Jig/Give Us a Drink of Water/The Flower of the Flock/Famous Ballymote,Unknown,1
392,91222,['The Wonder Stuff'],487219,0.51,0.882,0.925,149.128,-6.952000000000001,1,2,0.0266,0.00212,0.0533,0.0317,0,192333,47,1991,1991,The Size Of A ***,Unknown,2
